"","uid","itemNo","valence","chosen_attr_type","internal_node_id","rt","trial_type","nTimeouts","time_elapsed","chosen_attr","timedout","trial_index","response","stimulus","taskNo","trialNo","condition","totalTimeJsPsych","intStartTime","intEndTime","nTrials","ID","interpersonal","category","subcategory","event","internalChosen","globalChosen","internalGlobalChosen","internalSpecificChosen","externalGlobalChosen","externalSpecificChosen"
"320","subCA2_5",45,"negative","external_specific","0.0-20.0-0.9-0.9",4547,"html-button-response-ca",0,2368092,"On this occasion, people may have been preocuppied with something else (e.g., their own presentations)",FALSE,201,2,"You present your work to the rest of your evening class but it doesn't receive much positive feedback",1,9,"psychoed",2529931,2112944.2,2332790.7,64,5,"yes","contemporaries (not known well)","feedback/responsibility","You present your work to the rest of your evening class but it doesn't receive much positive feedback",0,0,0,0,0,1
"321","subCA2_6",0,"negative","external_global","0.0-2.0-0.0-0.0",16056,"html-button-response-ca",0,141142,"Everyone has bad things said about them sometimes",FALSE,3,2,"You find out that someone you consider a friend has talked about you negatively behind your back",0,0,"control",2065129,1462024.8,1737916.8,64,6,"yes","friends","personal qualities","You find out that someone you consider a friend has talked about you negatively behind your back",0,1,0,0,1,0
"322","subCA2_6",1,"positive","external_global","0.0-2.0-0.1-0.1",9443,"html-button-response-ca",0,152110,"People at work generally reach out from time to time",FALSE,4,0,"Someone from work invites you out for a cup of coffee",0,1,"control",2065129,1462024.8,1737916.8,64,6,"yes","colleagues","reaching out","Someone from work invites you out for a cup of coffee",0,1,0,0,1,0
"323","subCA2_6",18,"negative","external_global","0.0-2.0-0.10-0.10",16742,"html-button-response-ca",0,286034,"There are always times when life gets in the way of work",FALSE,13,0,"You didn't get the amount of work done you needed to",0,10,"control",2065129,1462024.8,1737916.8,64,6,"no","general performance (job)","non-social","You didn't get the amount of work done you needed to",0,1,0,0,1,0
"324","subCA2_6",22,"negative","external_specific","0.0-2.0-0.11-0.11",11604,"html-button-response-ca",0,299165,"My colleagues were probably meeting about a specific work project I'm not part of",FALSE,14,1,"You walk past a cafe close to work and see your some of your colleagues are meeting for lunch without you",0,11,"control",2065129,1462024.8,1737916.8,64,6,"yes","colleagues","reaching out","You walk past a cafe close to work and see your some of your colleagues are meeting for lunch without you",0,0,0,0,0,1
"325","subCA2_6",24,"positive","internal_specific","0.0-2.0-0.12-0.12",10096,"html-button-response-ca",0,310781,"I can usually say something to make this particular person laugh",FALSE,15,0,"A friend tells you you make them laugh",0,12,"control",2065129,1462024.8,1737916.8,64,6,"yes","friends","personal qualities","A friend tells you you make them laugh",1,0,0,1,0,0
"326","subCA2_6",32,"positive","external_global","0.0-2.0-0.13-0.13",8980,"html-button-response-ca",0,321276,"People often say nice things to people close to them",FALSE,16,0,"A friend tells you speaking with you always makes them feel better",0,13,"control",2065129,1462024.8,1737916.8,64,6,"yes","friends","personal qualities","A friend tells you speaking with you always makes them feel better",0,1,0,0,1,0
"327","subCA2_6",39,"positive","internal_specific","0.0-2.0-0.14-0.14",9742,"html-button-response-ca",0,332541,"Recently, I've been performing well in my job",FALSE,17,0,"You find out that you have been put forward for a leadership position at work",0,14,"control",2065129,1462024.8,1737916.8,64,6,"no","formal assessment (job)","non-social","You find out that you have been put forward for a leadership position at work",1,0,0,1,0,0
"328","subCA2_6",41,"negative","external_specific","0.0-2.0-0.15-0.15",7327,"html-button-response-ca",0,341387,"This time, my application was probably delayed for some reason",FALSE,18,1,"You submitted an application to join a local community forum but haven't heard anything back",0,15,"control",2065129,1462024.8,1737916.8,64,6,"no","general functioning (everyday life: easier task)","getting along (semi-social)","You submited an application to join a local community forum but haven't heard anything back",0,0,0,0,0,1
"329","subCA2_6",43,"positive","external_global","0.0-2.0-0.16-0.16",14365,"html-button-response-ca",0,359656,"It's not uncommon for people to do nice things for their friends",FALSE,20,0,"Someone you are close to has sent you a card thanking you for being there for them during a difficult time",0,16,"control",2065129,1462024.8,1737916.8,64,6,"yes","close relationship","reaching out","Someone you are close to has sent you a card thanking you for being there for them during a difficult time",0,1,0,0,1,0
"330","subCA2_6",54,"positive","internal_specific","0.0-2.0-0.17-0.17",6235,"html-button-response-ca",0,367421,"On this particular occasion, I did a good job",FALSE,21,1,"You find out someone has contacted your employer to praise work you did for them",0,17,"control",2065129,1462024.8,1737916.8,64,6,"no","general performance (job)","semi-social","You find out someone has contacted your employer to praise work you did for them",1,0,0,1,0,0
"331","subCA2_6",62,"positive","external_global","0.0-2.0-0.18-0.18",6133,"html-button-response-ca",0,375067,"Anyone can remember a few basic phrases",FALSE,22,3,"You successfully practice saying some phrases of a new language you are trying to learn",0,18,"control",2065129,1462024.8,1737916.8,64,6,"no","general functioning (everyday life: harder task)","life activities","You practice saying some phrases of a new language you are trying to learn",0,1,0,0,1,0
"332","subCA2_6",68,"positive","internal_global","0.0-2.0-0.19-0.19",6768,"html-button-response-ca",0,383352,"I'm a trustworthy person",FALSE,23,2,"Someone you are close to tells you they trust you",0,19,"control",2065129,1462024.8,1737916.8,64,6,"yes","close relationship","personal qualities","Someone you are close to tells you they trust you",1,1,1,0,0,0
"333","subCA2_6",2,"negative","external_specific","0.0-2.0-0.2-0.2",17672,"html-button-response-ca",0,171298,"My friend is probably just too busy to respond right now",FALSE,5,1,"You message your friend to ask for advice but they don't reply",0,2,"control",2065129,1462024.8,1737916.8,64,6,"yes","friends","reaching out","You message your friend to ask for advice but they don't reply",0,0,0,0,0,1
"334","subCA2_6",72,"negative","external_specific","0.0-2.0-0.20-0.20",8174,"html-button-response-ca",0,393069,"It was probably something to do with the timing of that speech (e.g., it was nearing the end of the evening)",FALSE,24,2,"You speak during a community meeting but feel like people aren't interested in what you have to say",0,20,"control",2065129,1462024.8,1737916.8,64,6,"yes","contemporaries (not known well)","feedback/responsibility","You speak during a community meeting but feel like people aren't interested in what you have to say",0,0,0,0,0,1
"335","subCA2_6",74,"negative","internal_specific","0.0-2.0-0.21-0.21",7193,"html-button-response-ca",0,401798,"On this occasion, I wasn't paying enough attention",FALSE,25,1,"You washed your clothes on the wrong setting and the colours have run",0,21,"control",2065129,1462024.8,1737916.8,64,6,"no","general functioning (everyday life: easier task)","self-care","You washed your clothes on the wrong setting and the colours have run",1,0,0,1,0,0
"336","subCA2_6",79,"negative","external_specific","0.0-2.0-0.22-0.22",6708,"html-button-response-ca",0,410029,"My friend was probably busy that day thinking about something else",FALSE,26,0,"You see a very close friend and wave at them but they don't wave back",0,22,"control",2065129,1462024.8,1737916.8,64,6,"yes","close relationship","reaching out","You see a very close friend and wave at them but they don't wave back",0,0,0,0,0,1
"337","subCA2_6",93,"positive","external_global","0.0-2.0-0.23-0.23",10453,"html-button-response-ca",0,422003,"Colleagues tend to be polite to their coworkers",FALSE,27,1,"A colleague comments on the high quality of your recent work",0,23,"control",2065129,1462024.8,1737916.8,64,6,"no","general performance (job)","semi-social","A colleague comments on the high quality of your recent work",0,1,0,0,1,0
"338","subCA2_6",99,"negative","external_specific","0.0-2.0-0.24-0.24",8062,"html-button-response-ca",0,431596,"Someone else probably campaigned to be nominated, so was put forward this time",FALSE,28,0,"You want to be nominated for a role in your local community group but no one suggests you",0,24,"control",2065129,1462024.8,1737916.8,64,6,"yes","contemporaries (not known well)","feedback/responsibility","You want to be nominated for a role in your local community group but no one suggests you",0,0,0,0,0,1
"339","subCA2_6",101,"positive","internal_specific","0.0-2.0-0.25-0.25",13179,"html-button-response-ca",0,446293,"Recently, I have been friendly to this particular colleague",FALSE,29,2,"Someone from work tells you they would like to be on your team for a work social event",0,25,"control",2065129,1462024.8,1737916.8,64,6,"yes","colleagues","reaching out","Someone from work tells you they would like to be on your team for a work social event",1,0,0,1,0,0
"340","subCA2_6",104,"positive","external_global","0.0-2.0-0.26-0.26",11319,"html-button-response-ca",0,459127,"It's not uncommon for people to do nice things for their friends",FALSE,30,2,"Someone you care about takes time out of their busy day to check in on you ",0,26,"control",2065129,1462024.8,1737916.8,64,6,"yes","close relationship","reaching out","Someone you care about takes time out of their busy day to check in on you",0,1,0,0,1,0
"341","subCA2_6",105,"negative","internal_specific","0.0-2.0-0.27-0.27",9564,"html-button-response-ca",0,470196,"On this occasion, I let myself be distracted by something unimportant",FALSE,31,3,"You forget you have put dinner in the oven and it burns",0,27,"control",2065129,1462024.8,1737916.8,64,6,"no","general functioning (everyday life: easier task)","self-care","You forget you put dinner in the oven and it burns",1,0,0,1,0,0
"342","subCA2_6",112,"negative","external_global","0.0-2.0-0.28-0.28",12797,"html-button-response-ca",0,484505,"People often carelessly say things about others when they think they can't hear them",FALSE,32,2,"You overhear a colleague telling someone else they don't like you",0,28,"control",2065129,1462024.8,1737916.8,64,6,"yes","colleagues","personal qualities","You overhear a colleague telling someone else they don't like you",0,1,0,0,1,0
"343","subCA2_6",113,"positive","external_global","0.0-2.0-0.29-0.29",12861,"html-button-response-ca",0,498884,"People generally like to get lots of feedback",FALSE,33,1,"A colleague tells you they particularly appreciate your feedback on their work, as it is valuable",0,29,"control",2065129,1462024.8,1737916.8,64,6,"yes","colleagues","personal qualities","A colleague tells you they particularly appreciate your feedback on their work, as it is valuable",0,1,0,0,1,0
"344","subCA2_6",3,"negative","external_global","0.0-2.0-0.3-0.3",6249,"html-button-response-ca",0,179083,"Usually people forget some things when they run errands",FALSE,6,2,"You return from the shops without something important from your shopping list",0,3,"control",2065129,1462024.8,1737916.8,64,6,"no","general functioning (everyday life: harder task)","life activities","You return from the shops without something important from your shopping list",0,1,0,0,1,0
"345","subCA2_6",116,"positive","internal_specific","0.0-2.0-0.30-0.30",5870,"html-button-response-ca",0,506269,"I worked hard on a recent piece of work",FALSE,34,2,"You find out a colleague has nominated you for a performance award at work",0,30,"control",2065129,1462024.8,1737916.8,64,6,"no","formal assessment (job)","semi-social","You find out a colleague has nominated you for a performance award at work",1,0,0,1,0,0
"346","subCA2_6",127,"positive","external_specific","0.0-2.0-0.31-0.31",16029,"html-button-response-ca",0,523821,"This particular class are kind",FALSE,35,2,"You present your work during your evening class and get lots of praise from your classmates",0,31,"control",2065129,1462024.8,1737916.8,64,6,"yes","contemporaries (not known well)","feedback/responsibility","You present your work during your evening class and get lots of praise from your classmates",0,0,0,0,0,1
